N,P,K,temperature,humidity,ph,rainfall,label
34.4,52.95,110.61,33.6,87.44,7.11,1351.77,Cucumber
112.73,52.49,182.52,18.2,86.17,6.65,954.91,Cucumber
119.8,54.34,187.18,15.11,72.09,6.78,520.61,Cucumber
98.63,52.57,98.47,28.78,55.24,7.06,1799.34,Cucumber
73.69,45.37,116.29,21.91,84.92,5.76,1104.28,Cucumber
56.99,52.84,173.99,18.29,60.19,5.26,740.28,Cucumber
66.62,58.79,135.83,16.07,75.0,6.99,1090.2,Cucumber
52.05,58.2,63.35,31.31,82.17,7.22,634.22,Cucumber
39.7,63.64,126.54,22.85,72.93,5.15,1465.57,Cucumber
115.06,53.79,125.03,34.22,77.54,5.14,1505.07,Cucumber
35.37,35.36,146.2,19.31,51.53,6.54,928.79,Cucumber
77.97,33.06,156.1,32.91,53.46,6.97,734.14,Cucumber
59.65,37.87,88.88,16.5,80.74,6.98,1995.25,Cucumber
114.11,41.73,78.67,15.21,71.26,7.15,901.86,Cucumber
47.9,41.95,185.09,24.03,78.91,6.16,1059.44,Cucumber
69.68,58.42,165.62,23.64,60.7,5.35,502.05,Cucumber
40.19,28.23,156.59,31.36,79.48,6.81,1991.48,Cucumber
116.63,33.44,80.31,18.07,85.82,5.26,1010.22,Cucumber
77.73,50.67,143.4,30.73,72.87,7.13,626.95,Cucumber
107.31,49.5,91.21,34.55,87.59,7.11,1867.39,Cucumber
64.39,31.39,85.61,32.48,83.07,7.45,1772.38,Cucumber
86.91,27.11,83.08,24.47,80.71,5.43,1873.28,Cucumber
91.54,35.62,184.01,26.97,79.33,5.96,1090.33,Cucumber
31.14,46.9,166.51,34.38,85.69,5.22,1970.78,Cucumber
43.45,22.06,164.85,33.12,87.99,7.06,807.36,Cucumber
43.86,22.95,141.48,24.74,54.37,6.16,1350.99,Cucumber
95.07,40.71,104.57,28.31,77.37,5.68,529.73,Cucumber
115.11,57.76,88.15,26.31,73.8,5.31,787.49,Cucumber
116.1,45.4,86.8,30.95,68.82,6.6,946.25,Cucumber
35.21,28.25,196.23,27.47,83.24,5.05,1648.19,Cucumber
73.65,53.27,110.15,27.42,51.42,5.11,1698.25,Cucumber
41.2,20.7,187.74,20.31,73.3,7.1,1618.86,Cucumber
34.2,48.05,135.85,22.0,80.14,7.41,720.78,Cucumber
43.07,56.74,123.62,30.9,55.64,5.1,1546.9,Cucumber
119.52,24.74,181.01,22.71,50.67,6.28,918.28,Cucumber
92.41,34.39,127.44,19.01,83.12,7.31,1105.0,Cucumber
70.4,69.13,79.9,31.17,72.69,7.2,938.64,Cucumber
56.65,36.29,62.33,18.4,89.78,5.62,529.88,Cucumber
55.07,40.42,136.69,16.37,81.62,7.06,819.74,Cucumber
101.86,38.07,119.24,33.73,85.68,5.94,1232.17,Cucumber
55.79,45.77,155.47,16.85,86.79,6.8,645.13,Cucumber
108.21,57.18,103.84,25.43,84.41,7.42,921.62,Cucumber
88.55,63.01,198.34,16.41,70.14,7.18,504.74,Cucumber
69.35,49.21,133.71,29.66,52.62,6.96,924.76,Cucumber
104.18,40.97,66.01,34.28,81.22,5.87,905.04,Cucumber
83.01,69.36,100.62,33.97,63.22,6.76,1072.6,Cucumber
37.65,66.81,82.95,33.89,54.13,5.67,1881.39,Cucumber
89.27,29.47,142.89,18.61,84.98,5.12,1294.67,Cucumber
35.71,54.75,191.01,31.62,64.87,5.59,681.54,Cucumber
108.63,24.06,148.04,22.35,89.83,6.27,1323.19,Cucumber
112.61,68.48,141.71,30.92,75.39,6.07,585.97,Cucumber
94.6,55.01,76.34,19.6,79.29,5.37,1536.4,Cucumber
94.62,37.67,96.15,22.46,64.37,6.52,1615.77,Cucumber
107.56,21.5,161.72,21.28,83.55,5.19,1326.76,Cucumber
79.38,36.33,195.84,17.14,55.46,6.61,1271.45,Cucumber
53.8,35.21,81.98,32.36,72.78,5.61,1090.13,Cucumber
111.6,64.34,69.67,28.08,56.12,5.53,1796.31,Cucumber
110.57,24.13,182.35,29.57,81.03,6.98,1260.85,Cucumber
115.22,30.02,130.7,21.37,82.9,5.21,1150.52,Cucumber
99.61,35.62,93.67,20.25,78.54,5.72,1104.03,Cucumber
79.11,67.04,171.21,18.71,85.32,7.11,1617.84,Cucumber
76.52,23.49,159.61,25.37,62.39,5.02,846.57,Cucumber
84.51,25.62,151.76,31.39,62.73,5.2,709.55,Cucumber
62.21,60.67,148.8,32.36,89.78,5.51,1542.23,Cucumber
71.99,44.67,105.58,21.85,77.05,6.55,977.76,Cucumber
40.67,48.91,163.52,26.17,50.15,5.71,1667.87,Cucumber
96.83,20.52,125.84,23.75,76.09,5.31,1432.12,Cucumber
115.22,38.59,107.23,15.57,52.3,7.33,1963.25,Cucumber
30.51,65.03,84.35,26.23,77.13,5.9,1293.48,Cucumber
86.48,29.7,199.2,19.08,50.41,7.36,1143.69,Cucumber
65.88,33.78,63.62,20.29,65.73,6.3,1186.47,Cucumber
109.11,65.57,104.4,34.19,84.6,7.32,1559.5,Cucumber
47.84,29.76,187.21,25.14,85.62,6.8,818.77,Cucumber
64.63,68.39,62.74,29.29,89.15,5.26,907.99,Cucumber
79.23,62.19,130.91,16.19,55.09,5.94,983.81,Cucumber
49.77,62.01,63.76,31.59,86.87,6.58,1438.03,Cucumber
43.41,48.42,112.52,19.58,73.33,5.0,914.62,Cucumber
89.04,42.75,80.39,15.03,60.82,6.37,1301.82,Cucumber
41.8,50.68,199.85,26.7,71.11,6.56,1819.51,Cucumber
115.14,22.05,88.7,17.32,80.89,5.11,1853.95,Cucumber
31.85,50.13,98.58,24.41,67.68,6.87,1244.96,Cucumber
67.91,56.51,189.61,30.88,79.47,6.22,1850.32,Cucumber
73.77,66.51,172.41,18.01,51.88,6.85,1528.76,Cucumber
84.19,68.81,136.36,21.96,72.6,5.07,1368.9,Cucumber
111.22,20.22,178.34,31.04,54.24,7.12,1645.32,Cucumber
74.19,32.26,100.33,27.25,59.85,5.81,1896.26,Cucumber
95.64,56.8,193.83,15.12,59.78,6.64,1157.41,Cucumber
40.15,59.06,66.59,25.88,72.5,6.59,973.44,Cucumber
32.12,64.45,190.09,24.64,50.83,6.45,973.89,Cucumber
46.42,28.45,85.1,21.62,61.22,7.09,1242.97,Cucumber
68.49,27.29,182.62,16.1,59.58,6.55,1553.47,Cucumber
102.1,40.51,108.54,20.77,72.72,5.87,992.14,Cucumber
31.52,67.42,68.48,20.42,86.86,6.84,1367.21,Cucumber
89.47,24.85,173.21,20.0,88.25,5.58,1438.05,Cucumber
79.08,27.16,110.81,30.63,58.5,7.41,943.23,Cucumber
86.4,50.94,125.91,28.11,79.74,6.55,1339.99,Cucumber
84.6,40.1,69.92,18.19,74.27,7.32,538.61,Cucumber
78.96,32.6,138.64,29.99,79.42,6.81,1668.39,Cucumber
36.53,45.48,96.65,33.43,81.32,5.27,864.87,Cucumber
65.52,58.15,66.45,26.36,57.06,7.12,1043.32,Drum stick
44.06,49.29,63.69,31.36,50.6,6.97,651.5,Drum stick
80.98,23.37,135.34,15.16,58.72,7.57,801.91,Drum stick
69.93,41.08,115.13,32.34,60.17,7.86,1340.02,Drum stick
62.11,28.29,151.49,30.11,49.29,6.1,390.13,Drum stick
96.07,45.72,78.36,25.74,78.21,7.87,432.08,Drum stick
50.43,27.42,143.75,17.73,49.67,7.45,904.67,Drum stick
36.04,29.42,70.17,22.25,60.01,5.78,277.78,Drum stick
108.16,54.38,50.39,27.82,44.68,7.53,1343.43,Drum stick
81.66,40.66,105.72,19.99,64.96,5.83,1073.89,Drum stick
67.01,18.88,138.25,30.91,69.44,6.82,1302.03,Drum stick
21.08,40.84,111.45,18.87,88.98,6.51,635.84,Drum stick
36.9,59.89,178.41,16.4,68.29,5.87,1130.52,Drum stick
68.41,15.52,133.56,33.21,57.06,5.63,1428.77,Drum stick
34.18,33.75,131.7,19.74,48.87,5.78,290.94,Drum stick
70.81,52.1,69.01,29.01,60.63,5.59,896.76,Drum stick
45.2,40.26,102.4,28.33,85.93,6.11,1421.79,Drum stick
40.43,13.53,78.91,31.3,73.88,7.93,1122.78,Drum stick
61.26,54.62,193.72,30.83,67.83,7.56,432.76,Drum stick
110.04,59.98,149.77,18.92,47.22,7.9,1332.76,Drum stick
94.87,57.46,125.51,32.75,48.14,5.96,866.05,Drum stick
53.25,31.63,169.73,16.07,76.04,5.72,1301.75,Drum stick
40.19,46.75,138.78,22.71,53.38,5.64,659.39,Drum stick
40.05,16.8,160.77,19.25,51.16,6.35,801.45,Drum stick
71.37,43.23,138.28,24.63,59.7,6.16,1122.93,Drum stick
51.75,52.48,137.92,27.68,65.44,7.82,748.07,Drum stick
62.7,54.65,140.74,23.98,53.11,6.11,1241.86,Drum stick
47.95,10.29,52.92,34.57,67.99,6.72,1393.24,Drum stick
55.17,49.75,158.27,24.54,78.73,7.91,460.79,Drum stick
21.75,51.07,110.54,25.89,51.12,7.6,1137.57,Drum stick
115.34,33.76,196.48,25.22,71.07,7.19,836.7,Drum stick
76.28,21.17,104.35,29.04,41.95,7.25,594.91,Drum stick
47.18,44.67,82.24,34.23,89.53,6.65,721.84,Drum stick
27.9,48.91,74.41,33.66,89.53,5.81,1087.91,Drum stick
66.6,37.06,76.94,29.47,48.33,7.71,790.17,Drum stick
83.49,56.09,160.69,25.82,60.13,6.66,644.17,Drum stick
114.62,22.64,111.4,30.56,58.22,7.72,515.99,Drum stick
23.13,41.44,126.24,33.66,61.16,5.84,628.67,Drum stick
59.32,39.16,91.18,26.01,85.4,6.56,1047.04,Drum stick
42.89,50.07,90.45,26.6,55.01,5.67,615.56,Drum stick
41.2,54.63,89.92,34.49,64.62,6.05,708.75,Drum stick
38.34,51.68,68.0,32.47,42.3,6.25,381.85,Drum stick
88.53,35.62,190.9,22.32,42.04,7.4,953.35,Drum stick
102.74,31.31,160.73,18.42,89.98,5.93,1278.74,Drum stick
41.24,49.13,179.19,32.53,63.79,6.57,1283.93,Drum stick
77.95,41.06,85.41,23.92,58.47,7.16,455.43,Drum stick
60.58,52.44,131.97,32.92,51.63,6.6,850.54,Drum stick
60.06,44.22,72.31,25.39,46.94,7.07,1279.32,Drum stick
22.0,32.85,123.91,29.41,43.74,6.52,1221.13,Drum stick
73.21,47.49,104.6,33.4,43.87,5.73,887.03,Drum stick
67.08,41.92,84.36,19.52,77.46,6.23,1145.48,Drum stick
84.07,14.17,156.67,32.59,80.83,5.52,901.63,Drum stick
111.33,39.94,93.55,18.89,74.25,7.43,1386.36,Drum stick
110.57,26.96,140.58,17.03,44.72,5.68,1405.29,Drum stick
35.24,34.12,114.96,21.5,66.89,5.51,694.19,Drum stick
67.93,50.17,155.14,32.0,58.81,5.85,721.37,Drum stick
116.31,20.72,76.21,33.89,87.5,5.87,1200.29,Drum stick
62.97,34.61,124.8,34.37,49.23,7.43,207.38,Drum stick
82.86,42.63,163.06,33.52,77.69,7.33,529.92,Drum stick
119.28,33.42,112.62,25.04,59.7,6.98,654.51,Drum stick
43.99,56.4,189.17,24.92,88.11,6.54,703.59,Drum stick
111.69,41.65,164.38,23.25,60.35,5.71,1456.77,Drum stick
42.8,34.71,67.19,27.94,59.54,7.42,886.89,Drum stick
32.95,10.54,81.87,29.49,81.43,6.35,896.7,Drum stick
44.0,54.02,194.78,30.06,44.44,6.59,1487.66,Drum stick
42.94,43.52,190.78,30.46,70.44,6.77,1407.46,Drum stick
59.47,55.06,114.66,30.13,85.79,6.88,602.84,Drum stick
25.1,50.46,143.3,20.26,83.87,7.8,1353.32,Drum stick
80.15,58.83,181.22,17.09,89.06,6.87,1396.05,Drum stick
96.03,42.38,99.0,15.54,53.84,7.21,1322.05,Drum stick
20.23,20.4,150.96,20.67,47.09,5.7,1029.24,Drum stick
79.49,52.93,97.23,17.73,79.96,7.97,668.51,Drum stick
106.53,48.13,186.74,23.49,45.07,5.8,1192.16,Drum stick
106.33,32.85,58.94,16.33,69.93,7.8,719.46,Drum stick
85.06,37.1,183.46,31.65,49.97,7.19,1301.75,Drum stick
113.02,39.5,76.39,26.16,73.29,6.18,1464.9,Drum stick
42.93,55.57,113.78,15.01,67.16,7.07,1330.17,Drum stick
74.06,14.71,189.02,26.31,53.58,7.75,357.19,Drum stick
29.75,36.75,143.73,25.22,86.45,6.16,1487.31,Drum stick
21.93,15.93,77.85,16.59,61.91,7.66,1266.99,Drum stick
94.48,10.37,179.86,22.93,76.58,7.32,430.78,Drum stick
71.54,56.31,89.46,29.3,87.9,6.4,703.92,Drum stick
65.26,50.45,115.89,24.72,51.12,7.97,1360.06,Drum stick
80.03,58.03,153.05,34.18,48.08,6.06,1350.74,Drum stick
61.99,28.56,163.15,27.61,57.2,6.49,730.9,Drum stick
32.63,21.48,130.63,30.64,60.95,6.46,1045.67,Drum stick
35.73,29.04,81.22,28.03,45.62,6.62,975.04,Drum stick
103.37,46.23,191.43,28.6,57.46,6.08,273.56,Drum stick
47.76,16.84,105.38,29.05,74.6,6.3,861.12,Drum stick
41.68,35.15,126.51,21.03,52.97,7.95,898.26,Drum stick
76.21,10.39,77.28,22.13,88.3,5.94,594.28,Drum stick
119.02,34.06,97.76,27.69,64.82,7.89,308.15,Drum stick
99.05,23.95,171.0,31.95,82.46,7.67,1133.57,Drum stick
34.24,12.6,101.11,24.9,55.13,7.36,1139.18,Drum stick
117.19,30.03,167.86,29.82,89.44,7.43,568.65,Drum stick
21.53,58.41,157.41,31.25,79.66,7.34,1176.92,Drum stick
112.95,55.71,106.88,15.62,41.93,6.62,1285.47,Drum stick
104.76,30.22,95.24,25.13,81.63,7.09,381.75,Drum stick
56.22,37.77,130.74,31.61,86.61,5.75,491.73,Drum stick
59.22,24.82,111.24,15.81,43.3,7.6,333.36,Drum stick
85.93,25.73,74.01,19.61,60.4,5.64,2220.11,Dry chillies
93.6,17.16,43.4,20.54,82.99,5.37,1192.38,Dry chillies
91.12,45.62,113.73,20.62,71.43,5.43,1942.14,Dry chillies
82.39,19.97,138.78,25.41,83.85,5.09,1412.99,Dry chillies
21.18,40.15,48.74,23.41,83.45,6.35,1888.49,Dry chillies
75.52,37.79,110.54,23.59,60.84,5.8,877.28,Dry chillies
57.51,31.24,59.66,30.55,81.13,6.01,2374.04,Dry chillies
42.97,24.17,60.18,26.71,66.16,6.56,1317.33,Dry chillies
59.27,33.53,73.84,29.81,80.76,6.37,1830.06,Dry chillies
56.81,30.71,118.82,24.03,73.12,5.29,1955.37,Dry chillies
26.15,49.67,55.81,24.13,67.13,5.52,1348.17,Dry chillies
77.47,21.19,69.02,19.62,69.94,6.69,1446.19,Dry chillies
82.19,31.16,89.46,31.18,60.8,6.56,1624.85,Dry chillies
48.09,46.74,77.38,33.64,88.09,5.48,1379.02,Dry chillies
84.97,21.85,120.51,20.07,66.17,5.9,2068.0,Dry chillies
79.15,36.31,69.93,24.65,67.39,5.5,1349.48,Dry chillies
67.91,22.27,44.68,29.08,60.65,6.75,1395.49,Dry chillies
20.53,45.96,105.98,31.08,73.05,5.64,1913.82,Dry chillies
52.48,34.47,70.56,23.32,62.47,6.41,1393.05,Dry chillies
98.0,24.09,92.26,22.89,80.82,6.46,1627.92,Dry chillies
49.35,41.07,61.06,27.59,82.01,5.48,1914.69,Dry chillies
78.82,19.11,75.63,24.5,83.28,6.02,1564.25,Dry chillies
45.5,15.14,42.22,21.85,63.5,5.22,1824.66,Dry chillies
68.44,16.57,105.33,20.33,71.32,6.78,1687.41,Dry chillies
22.74,27.17,113.8,21.59,88.93,5.77,835.85,Dry chillies
63.25,38.67,90.16,32.85,87.06,5.25,935.91,Dry chillies
44.98,36.28,106.18,22.35,88.53,5.55,2167.14,Dry chillies
86.56,18.45,65.58,21.44,87.59,5.63,2222.0,Dry chillies
58.24,31.0,139.38,25.05,82.35,5.76,973.18,Dry chillies
24.25,22.29,119.45,23.98,73.62,5.18,1859.16,Dry chillies
84.28,36.86,148.31,18.26,60.47,5.9,1252.89,Dry chillies
74.92,42.76,51.27,32.68,60.9,6.24,1453.65,Dry chillies
73.4,18.42,143.08,33.0,75.58,5.92,1879.17,Dry chillies
66.41,34.02,104.81,31.74,78.33,5.35,2353.65,Dry chillies
37.28,20.78,149.68,21.41,63.0,6.01,2206.23,Dry chillies
24.86,32.15,47.54,24.86,70.32,5.25,2382.74,Dry chillies
70.79,44.51,139.65,32.88,82.44,5.55,2209.19,Dry chillies
61.61,24.51,82.44,22.82,73.99,6.41,1624.27,Dry chillies
41.43,18.06,134.13,24.68,73.26,6.37,2244.54,Dry chillies
60.89,37.13,66.31,32.96,77.04,6.3,994.16,Dry chillies
70.95,27.91,89.51,28.91,83.89,5.63,2284.5,Dry chillies
37.52,34.7,56.64,22.63,86.86,5.02,2356.54,Dry chillies
46.27,39.35,50.09,28.26,87.28,6.0,1415.61,Dry chillies
83.49,39.95,52.95,28.65,79.94,6.35,1337.72,Dry chillies
52.1,48.6,103.08,26.14,89.61,5.41,1476.49,Dry chillies
80.79,39.96,146.34,28.47,69.39,5.72,952.51,Dry chillies
93.9,19.5,100.03,24.42,64.03,5.53,1877.07,Dry chillies
22.5,48.81,140.0,19.35,86.05,5.59,914.76,Dry chillies
44.49,43.31,113.24,21.82,81.58,6.27,2062.86,Dry chillies
63.25,43.66,110.55,20.01,84.31,5.58,1998.56,Dry chillies
74.01,26.76,57.79,29.12,85.47,6.51,1865.06,Dry chillies
38.19,26.07,123.01,24.57,81.97,5.56,810.74,Dry chillies
68.28,36.03,109.03,22.29,84.33,5.88,2096.06,Dry chillies
68.89,29.56,114.76,27.2,75.32,6.17,946.1,Dry chillies
92.82,26.73,64.72,30.35,66.94,6.79,1514.84,Dry chillies
43.73,17.17,44.6,19.52,60.15,5.59,1327.77,Dry chillies
54.41,23.15,46.9,19.14,65.46,5.57,1051.59,Dry chillies
49.21,47.28,68.78,20.69,79.94,5.88,880.33,Dry chillies
83.02,40.04,147.5,33.01,77.53,6.23,1496.16,Dry chillies
91.08,34.35,75.81,18.15,77.59,5.95,2180.19,Dry chillies
34.96,43.54,41.68,27.4,71.91,5.6,1536.6,Dry chillies
37.89,21.42,128.56,21.64,82.11,6.28,856.78,Dry chillies
90.49,42.63,127.57,30.95,77.48,6.79,1104.56,Dry chillies
25.79,39.65,72.33,27.73,71.75,5.6,2318.52,Dry chillies
31.36,21.61,113.46,30.52,84.97,5.42,2299.59,Dry chillies
68.76,43.81,47.54,23.71,75.75,6.04,968.42,Dry chillies
63.09,38.29,79.78,26.01,68.78,6.57,1818.65,Dry chillies
64.1,48.05,113.14,22.48,79.25,6.73,840.05,Dry chillies
70.13,20.49,129.81,28.25,88.11,6.21,829.27,Dry chillies
60.83,46.63,65.55,19.33,81.6,5.9,880.91,Dry chillies
42.39,26.44,113.46,25.55,74.62,6.45,1273.31,Dry chillies
73.81,27.86,86.02,26.89,80.87,6.7,1257.32,Dry chillies
28.3,30.01,100.14,21.65,86.71,6.44,1639.23,Dry chillies
56.01,16.43,99.06,27.53,86.75,5.9,1067.54,Dry chillies
34.4,20.6,143.24,30.69,84.74,6.51,962.58,Dry chillies
76.17,39.65,64.73,25.85,79.87,6.62,987.72,Dry chillies
91.38,47.28,141.6,18.08,66.63,6.24,1346.96,Dry chillies
24.89,41.7,43.15,25.14,88.43,5.79,2350.21,Dry chillies
52.72,27.13,51.81,23.73,70.11,6.52,2363.86,Dry chillies
21.75,18.44,110.76,25.76,68.91,5.47,1181.95,Dry chillies
62.04,15.61,121.28,22.81,72.8,5.95,1159.31,Dry chillies
90.7,38.87,135.73,25.61,72.97,5.43,1726.23,Dry chillies
67.45,29.7,55.99,22.37,60.43,5.57,1787.29,Dry chillies
96.46,21.23,46.1,22.74,64.7,6.25,809.77,Dry chillies
98.47,44.95,93.97,32.74,78.84,6.79,1273.12,Dry chillies
99.75,21.31,78.88,32.97,71.12,5.38,901.13,Dry chillies
31.92,27.43,86.34,26.68,84.41,5.02,2229.9,Dry chillies
66.18,41.48,123.27,32.45,62.8,6.03,2345.35,Dry chillies
77.54,18.38,107.54,30.8,68.25,6.14,2228.7,Dry chillies
61.91,21.8,100.47,27.41,72.09,6.22,1536.67,Dry chillies
90.19,42.71,128.52,26.42,65.89,6.3,917.17,Dry chillies
61.41,16.85,98.13,28.97,72.58,5.75,1008.75,Dry chillies
44.15,30.55,134.99,32.37,88.61,5.18,1303.56,Dry chillies
57.03,37.46,117.31,30.58,74.88,6.0,2432.97,Dry chillies
39.2,43.13,118.3,20.24,87.79,6.54,2125.16,Dry chillies
30.14,19.89,115.15,19.72,63.4,5.72,809.14,Dry chillies
77.72,33.91,48.6,26.7,61.62,5.13,1625.29,Dry chillies
59.99,26.86,108.39,24.2,77.61,5.63,2015.44,Dry chillies
66.34,20.6,115.49,30.54,61.98,6.1,2143.73,Dry chillies
29.17,46.56,85.63,29.81,86.97,6.78,1792.67,Dry chillies
93.38,32.58,100.61,32.02,65.93,7.06,575.9,Dry fruits
49.64,28.5,133.79,16.61,63.75,7.47,1691.33,Dry fruits
98.45,26.76,111.04,28.61,50.87,6.08,1892.88,Dry fruits
37.41,65.31,87.23,18.78,57.82,7.33,1405.62,Dry fruits
97.57,38.32,182.26,26.64,73.99,6.88,1660.46,Dry fruits
91.37,25.95,181.34,20.22,89.85,5.96,680.0,Dry fruits
58.45,48.68,114.8,31.57,77.29,5.53,1308.28,Dry fruits
100.88,64.56,115.29,33.49,51.44,6.69,1672.98,Dry fruits
68.26,20.55,156.18,21.85,56.07,5.39,1653.75,Dry fruits
46.87,44.2,195.85,30.18,71.89,6.32,750.99,Dry fruits
70.18,27.24,71.7,17.18,74.26,5.48,724.02,Dry fruits
108.04,26.1,158.79,23.34,73.16,5.06,500.03,Dry fruits
103.55,43.77,69.98,21.87,70.25,5.34,1319.51,Dry fruits
77.59,50.14,173.44,23.26,85.54,6.19,1185.72,Dry fruits
89.01,50.88,61.6,34.65,87.71,5.7,1337.88,Dry fruits
99.34,66.02,142.03,15.38,77.23,5.23,1506.77,Dry fruits
82.87,52.03,86.5,24.87,74.72,5.75,772.43,Dry fruits
50.04,62.9,125.04,28.22,70.6,7.09,1262.74,Dry fruits
38.4,29.9,61.86,31.63,76.53,6.9,1572.53,Dry fruits
104.2,69.35,151.49,20.05,54.06,6.47,1656.14,Dry fruits
80.54,35.18,160.76,23.96,61.46,7.1,1364.78,Dry fruits
55.51,36.43,140.03,23.46,56.42,6.53,1533.67,Dry fruits
30.01,46.84,140.8,21.64,63.55,5.79,1167.99,Dry fruits
103.07,43.45,199.11,22.52,77.97,6.37,1643.43,Dry fruits
109.95,45.58,129.23,33.85,87.35,7.49,734.71,Dry fruits
30.32,41.87,162.67,16.46,64.94,6.45,818.82,Dry fruits
95.8,31.48,177.69,21.97,73.95,6.36,944.67,Dry fruits
69.52,62.3,136.77,16.11,78.52,5.46,1229.09,Dry fruits
72.17,44.32,64.34,20.45,52.03,6.04,1432.01,Dry fruits
88.87,23.23,76.64,28.23,71.25,7.08,807.71,Dry fruits
40.83,38.1,149.19,24.72,53.94,5.18,1516.54,Dry fruits
56.73,53.47,101.29,21.3,58.39,7.46,524.11,Dry fruits
41.45,61.81,79.34,20.61,60.51,6.74,1116.8,Dry fruits
105.65,57.37,134.35,19.98,81.7,7.16,1754.42,Dry fruits
34.65,54.9,158.55,33.86,60.54,6.97,1533.64,Dry fruits
109.09,54.67,179.34,22.19,56.3,5.91,1722.58,Dry fruits
41.85,51.9,198.26,32.9,76.85,6.98,674.71,Dry fruits
74.9,46.6,169.58,20.65,54.26,6.75,1238.89,Dry fruits
105.81,44.07,178.48,25.16,81.31,6.8,899.12,Dry fruits
57.85,64.96,92.34,28.95,55.8,6.89,834.93,Dry fruits
83.47,48.21,88.49,24.83,85.17,6.7,1988.98,Dry fruits
100.61,52.17,138.85,33.75,71.08,6.01,1751.74,Dry fruits
114.62,43.95,79.21,27.17,79.64,5.93,1621.82,Dry fruits
77.79,35.07,148.13,22.78,81.47,5.01,1727.27,Dry fruits
57.59,67.98,166.28,19.82,89.15,6.25,1284.39,Dry fruits
111.86,65.92,157.56,34.57,63.15,5.58,543.89,Dry fruits
61.17,50.13,102.75,26.59,51.94,5.89,1622.01,Dry fruits
39.39,55.74,166.86,26.38,85.44,7.39,552.02,Dry fruits
91.12,31.86,117.15,27.46,78.49,7.1,1558.08,Dry fruits
99.97,49.95,76.39,15.43,71.19,6.79,663.3,Dry fruits
68.64,32.81,139.39,22.81,58.06,5.01,982.29,Dry fruits
76.45,66.46,91.85,25.25,72.66,6.62,992.85,Dry fruits
38.95,66.07,193.39,23.76,73.22,5.07,570.82,Dry fruits
36.9,56.94,91.81,18.69,50.33,5.06,1108.08,Dry fruits
78.75,48.95,124.11,24.19,80.13,5.72,856.58,Dry fruits
106.89,54.46,126.76,20.51,55.46,5.09,1778.55,Dry fruits
83.4,22.29,82.2,20.59,60.52,6.37,1099.17,Dry fruits
109.4,55.97,187.5,32.26,86.85,7.45,967.54,Dry fruits
48.87,28.26,147.93,28.62,53.51,7.05,1674.6,Dry fruits
86.56,41.78,81.51,25.11,56.37,6.51,964.95,Dry fruits
52.26,42.05,141.3,22.35,88.54,5.01,1869.29,Dry fruits
30.06,30.84,199.49,29.56,75.78,6.82,1112.44,Dry fruits
100.58,27.74,171.14,33.79,84.31,6.85,1477.07,Dry fruits
76.9,39.76,181.19,27.95,67.4,6.96,581.16,Dry fruits
103.18,60.54,91.99,15.75,78.55,5.5,1994.03,Dry fruits
30.83,31.49,65.89,30.65,73.15,7.12,1943.92,Dry fruits
84.91,31.59,72.97,32.33,59.8,7.23,1817.43,Dry fruits
86.5,50.2,193.12,30.12,77.33,6.09,1226.0,Dry fruits
65.0,67.32,149.34,30.61,51.49,7.13,1126.46,Dry fruits
96.34,22.0,185.14,28.2,68.3,5.76,966.54,Dry fruits
57.31,26.55,124.93,24.07,66.48,6.76,1129.72,Dry fruits
38.01,62.6,119.51,28.11,87.2,6.92,1308.2,Dry fruits
79.05,62.48,175.31,18.57,75.06,7.16,1704.96,Dry fruits
41.22,41.78,132.55,20.16,77.18,6.19,946.26,Dry fruits
60.32,62.83,181.27,31.25,86.55,7.38,1237.74,Dry fruits
38.7,60.0,148.68,22.61,89.02,5.85,1861.45,Dry fruits
83.33,21.83,180.45,30.24,75.7,6.54,828.25,Dry fruits
49.3,21.46,81.58,21.73,71.63,5.33,1336.36,Dry fruits
53.7,32.7,192.71,34.85,82.46,5.14,1592.95,Dry fruits
46.06,48.46,185.12,22.6,87.15,6.77,951.52,Dry fruits
38.54,60.77,124.13,16.45,54.12,7.42,864.5,Dry fruits
116.99,54.06,102.07,22.67,81.08,6.09,612.13,Dry fruits
50.68,63.02,157.46,25.02,59.82,6.19,1683.27,Dry fruits
37.34,69.74,180.37,21.36,84.82,6.7,1499.53,Dry fruits
42.57,65.29,123.05,31.06,61.98,5.77,1947.03,Dry fruits
74.7,22.99,177.0,19.54,85.15,7.29,609.15,Dry fruits
82.42,69.08,190.33,25.5,77.22,6.51,804.88,Dry fruits
88.77,36.66,107.32,23.4,84.09,5.6,876.19,Dry fruits
30.66,27.75,197.02,23.68,57.81,7.41,540.68,Dry fruits
73.57,60.23,168.2,18.78,78.31,6.56,1512.91,Dry fruits
53.95,60.54,138.29,29.5,87.58,7.14,1673.51,Dry fruits
56.07,22.7,140.45,15.69,78.57,6.84,1344.37,Dry fruits
45.13,63.79,143.43,25.3,72.7,5.21,1610.66,Dry fruits
35.47,48.92,83.7,19.15,59.33,5.04,1837.76,Dry fruits
102.38,21.56,67.98,30.66,50.27,6.17,660.95,Dry fruits
83.25,69.92,84.08,34.13,84.62,7.46,1649.28,Dry fruits
107.13,49.73,181.42,17.23,79.67,6.57,589.77,Dry fruits
56.24,30.81,116.72,18.97,60.99,5.74,1399.72,Dry fruits
